series_cn,quality_grade_cn,quality_grade_en,fabric_code,fabric_name_cn,fabric_name_en,composition_cn,composition_en,width_cn,width_en,weight_cn,weight_en,color_codes,price_adjustment_cn,bulk_price_rmb_per_kg,net_price_rmb_per_kg,net_price_rmb_per_meter,cutting_price_rmb_per_meter,quantification_m_per_kg,quantification_en,tube_kg,empty_allowance_kg,tube_plus_allowance_kg_per_roll,tube_allowance_status,reference_roll_weight_kg,reference_roll_weight_en,remarks_cn,remarks_en,default_bulk_price_rmb_per_kg,default_net_price_rmb_per_kg,default_net_price_rmb_per_meter
ACR系列,一等品,First Grade,6503A,美利诺慕斯绒,Merino Mousse Fleece,"2#,3#,19#,23#,30#,35#,40#,43#,44#,45#,46#,50#,51#,55#,56#,57#,58#,59#:37.9%粘纤 28.3%腈纶 23.6%棉 5.5%氨纶 4.7%绵羊毛/15#,28#:37.9%粘纤 28.3%棉 23.6%腈纶 5.5%氨纶 4.7%绵羊毛/20#,60#:37.9%粘纤 28.3%腈纶 23.6%棉 5.5%氨纶 4.7%绵羊毛","2#,3#,19#,23#,30#,35#,40#,43#,44#,45#,46#,50#,51#,55#,56#,57#,58#,59#:37.9% Viscose 28.3% Acrylic 23.6% Cotton 5.5% Spandex 4.7% Sheep Wool / 15#,28#:37.9% Viscose 28.3% Cotton 23.6% Acrylic 5.5% Spandex 4.7% Sheep Wool / 20#,60#:37.9% Viscose 28.3% Acrylic 23.6% Cotton 5.5% Spandex 4.7% Sheep Wool",175CM±5CM,175 cm ± 5 cm,260±5%,260 gsm ± 5%,"2#,3#,19#,23#,30#,40#,43#,44#,45#,46#,50#,51#,55#,56#,57#,58#,59#",+3元,84.8,88.4,40.2,48.9,2.2,2.2 m/kg,1.0,0.0,1.0,ok,23.0,23 kg/roll,多成分/活性黑（2#）/只能做现货,Multiple compositions/Reactive Black(2#)/Stock fabric only,,,
ACR系列,一等品,First Grade,6503A,美利诺慕斯绒,Merino Mousse Fleece,"2#,3#,19#,23#,30#,35#,40#,43#,44#,45#,46#,50#,51#,55#,56#,57#,58#,59#:37.9%粘纤 28.3%腈纶 23.6%棉 5.5%氨纶 4.7%绵羊毛/15#,28#:37.9%粘纤 28.3%棉 23.6%腈纶 5.5%氨纶 4.7%绵羊毛/20#,60#:37.9%粘纤 28.3%腈纶 23.6%棉 5.5%氨纶 4.7%绵羊毛","2#,3#,19#,23#,30#,35#,40#,43#,44#,45#,46#,50#,51#,55#,56#,57#,58#,59#:37.9% Viscose 28.3% Acrylic 23.6% Cotton 5.5% Spandex 4.7% Sheep Wool / 15#,28#:37.9% Viscose 28.3% Cotton 23.6% Acrylic 5.5% Spandex 4.7% Sheep Wool / 20#,60#:37.9% Viscose 28.3% Acrylic 23.6% Cotton 5.5% Spandex 4.7% Sheep Wool",175CM±5CM,175 cm ± 5 cm,260±5%,260 gsm ± 5%,"20#,60#",+5元,87.0,90.7,41.2,48.9,2.2,2.2 m/kg,1.0,0.0,1.0,ok,23.0,23 kg/roll,多成分/只能做现货,Multiple compositions/Stock fabric only,,,
ACR系列,合格品,Qualified Grade,6575,慕斯竹节,Mousse Slub Jersey,37.6%粘纤 28.1%棉 28.1%腈纶 6.2%氨纶,37.6% Viscose 28.1% Cotton 28.1% Acrylic 6.2% Spandex,170CM±5CM,170 cm ± 5 cm,260±5%,260 gsm ± 5%,48255.0005,+3元,62.0,69.9,31.0,38.0,2.26,2.26 m/kg,1.0,2.0,3.0,ok,23.0,23 kg/roll,活性黑（2#）,Reactive Black(2#),58.7,66.2,29.2
ACR系列,合格品,Qualified Grade,6575,慕斯竹节,Mousse Slub Jersey,37.6%粘纤 28.1%棉 28.1%腈纶 6.2%氨纶,37.6% Viscose 28.1% Cotton 28.1% Acrylic 6.2% Spandex,170CM±5CM,170 cm ± 5 cm,260±5%,260 gsm ± 5%,20#,+5元,64.1,72.4,32.1,38.0,2.26,2.26 m/kg,1.0,2.0,3.0,ok,23.0,23 kg/roll,-,-,58.7,66.2,29.2
ACR系列,合格品,Qualified Grade,6575A,慕斯竹节绒,Mousse Slub Fleece,37.6%粘纤 28.1%棉 28.1%腈纶 6.2%氨纶,37.6% Viscose 28.1% Cotton 28.1% Acrylic 6.2% Spandex,170CM±5CM,170 cm ± 5 cm,260±5%,260 gsm ± 5%,"13#,14#,15#,16#,17#,19#,27#,28#,29#,30#,31#,32#",+2元,65.2,73.6,32.6,43.5,2.26,2.26 m/kg,1.0,2.0,3.0,ok,23.0,23 kg/roll,活性黑（16#）,Reactive Black(16#),63.0,71.1,31.4
ACR系列,合格品,Qualified Grade,6575A,慕斯竹节绒,Mousse Slub Fleece,37.6%粘纤 28.1%棉 28.1%腈纶 6.2%氨纶,37.6% Viscose 28.1% Cotton 28.1% Acrylic 6.2% Spandex,170CM±5CM,170 cm ± 5 cm,260±5%,260 gsm ± 5%,"2#,11#",+3元,66.3,74.8,33.0,43.5,2.26,2.26 m/kg,1.0,2.0,3.0,ok,23.0,23 kg/roll,活性黑（2#）,Reactive Black(2#),63.0,71.1,31.4
ACR系列,合格品,Qualified Grade,6575A,慕斯竹节绒,Mousse Slub Fleece,37.6%粘纤 28.1%棉 28.1%腈纶 6.2%氨纶,37.6% Viscose 28.1% Cotton 28.1% Acrylic 6.2% Spandex,170CM±5CM,170 cm ± 5 cm,260±5%,260 gsm ± 5%,20#,+5元,68.5,77.3,34.2,43.5,2.26,2.26 m/kg,1.0,2.0,3.0,ok,23.0,23 kg/roll,-,-,63.0,71.1,31.4
ACR系列,一等品,First Grade,6575,慕斯竹节,Mousse Slub Jersey,37.6%粘纤 28.1%棉 28.1%腈纶 6.2%氨纶,37.6% Viscose 28.1% Cotton 28.1% Acrylic 6.2% Spandex,170CM±5CM,170 cm ± 5 cm,260±5%,260 gsm ± 5%,"2#,11#,32#",+3元,73.6,77.3,31.0,38.0,2.26,2.26 m/kg,1.0,2.0,3.0,ok,23.0,23 kg/roll,活性黑（2#）,Reactive Black(2#),,73.6,32.6
ACR系列,一等品,First Grade,6575,慕斯竹节,Mousse Slub Jersey,37.6%粘纤 28.1%棉 28.1%腈纶 6.2%氨纶,37.6% Viscose 28.1% Cotton 28.1% Acrylic 6.2% Spandex,170CM±5CM,170 cm ± 5 cm,260±5%,260 gsm ± 5%,20#,+5元,73.6,79.7,32.1,38.0,2.26,2.26 m/kg,1.0,2.0,3.0,ok,23.0,23 kg/roll,-,-,,73.6,32.6
ACR系列,一等品,First Grade,6575A,慕斯竹节绒,Mousse Slub Fleece,37.6%粘纤 28.1%棉 28.1%腈纶 6.2%氨纶,37.6% Viscose 28.1% Cotton 28.1% Acrylic 6.2% Spandex,170CM±5CM,170 cm ± 5 cm,260±5%,260 gsm ± 5%,"13#,14#,15#,16#,17#,19#,27#,28#,29#,30#,31#,32#",+2元,78.5,81.0,32.6,43.5,2.26,2.26 m/kg,1.0,2.0,3.0,ok,23.0,23 kg/roll,活性黑（16#）,Reactive Black(16#),,78.5,34.7
ACR系列,一等品,First Grade,6575A,慕斯竹节绒,Mousse Slub Fleece,37.6%粘纤 28.1%棉 28.1%腈纶 6.2%氨纶,37.6% Viscose 28.1% Cotton 28.1% Acrylic 6.2% Spandex,170CM±5CM,170 cm ± 5 cm,260±5%,260 gsm ± 5%,"2#,11#",+3元,78.5,82.2,33.0,43.5,2.26,2.26 m/kg,1.0,2.0,3.0,ok,23.0,23 kg/roll,活性黑（2#）,Reactive Black(2#),,78.5,34.7
ACR系列,一等品,First Grade,6575A,慕斯竹节绒,Mousse Slub Fleece,37.6%粘纤 28.1%棉 28.1%腈纶 6.2%氨纶,37.6% Viscose 28.1% Cotton 28.1% Acrylic 6.2% Spandex,170CM±5CM,170 cm ± 5 cm,260±5%,260 gsm ± 5%,20#,+5元,78.5,84.7,34.2,43.5,2.26,2.26 m/kg,1.0,2.0,3.0,ok,23.0,23 kg/roll,-,-,,78.5,34.7
ACR系列,合格品,Qualified Grade,6579,慕斯竹节,Mousse Slub Jersey,37.6%粘纤 28.1%棉 28.1%腈纶 6.2%氨纶,37.6% Viscose 28.1% Cotton 28.1% Acrylic 6.2% Spandex,170CM±5CM,170 cm ± 5 cm,220±5%,220 gsm ± 5%,"13#,15#,17#,19#,31#,32#,53#,55#,60#",+2元,60.9,68.7,25.8,38.0,2.67,2.67 m/kg,1.0,2.0,3.0,ok,23.0,23 kg/roll,-,-,58.7,66.2,24.8
ACR系列,合格品,Qualified Grade,6579,慕斯竹节,Mousse Slub Jersey,37.6%粘纤 28.1%棉 28.1%腈纶 6.2%氨纶,37.6% Viscose 28.1% Cotton 28.1% Acrylic 6.2% Spandex,170CM±5CM,170 cm ± 5 cm,220±5%,220 gsm ± 5%,"2#,11#",+3元,62.0,69.9,26.2,38.0,2.67,2.67 m/kg,1.0,2.0,3.0,ok,23.0,23 kg/roll,活性黑（2#）,Reactive Black(2#),58.7,66.2,24.8
ACR系列,合格品,Qualified Grade,6579,慕斯竹节,Mousse Slub Jersey,37.6%粘纤 28.1%棉 28.1%腈纶 6.2%氨纶,37.6% Viscose 28.1% Cotton 28.1% Acrylic 6.2% Spandex,170CM±5CM,170 cm ± 5 cm,220±5%,220 gsm ± 5%,20#,+5元,64.1,72.4,27.1,38.0,2.67,2.67 m/kg,1.0,2.0,3.0,ok,23.0,23 kg/roll,-,-,58.7,66.2,24.8
ACR系列,一等品,First Grade,6579,慕斯竹节,Mousse Slub Jersey,37.6%粘纤 28.1%棉 28.1%腈纶 6.2%氨纶,37.6% Viscose 28.1% Cotton 28.1% Acrylic 6.2% Spandex,170CM±5CM,170 cm ± 5 cm,220±5%,220 gsm ± 5%,"13#,15#,17#,19#,31#,32#,53#,55#,60#",+2元,73.6,76.1,25.8,38.0,2.67,2.67 m/kg,1.0,2.0,3.0,ok,23.0,23 kg/roll,-,-,,73.6,27.6
ACR系列,一等品,First Grade,6579,慕斯竹节,Mousse Slub Jersey,37.6%粘纤 28.1%棉 28.1%腈纶 6.2%氨纶,37.6% Viscose 28.1% Cotton 28.1% Acrylic 6.2% Spandex,170CM±5CM,170 cm ± 5 cm,220±5%,220 gsm ± 5%,"2#,11#",+3元,73.6,77.3,26.2,38.0,2.67,2.67 m/kg,1.0,2.0,3.0,ok,23.0,23 kg/roll,活性黑（2#）,Reactive Black(2#),,73.6,27.6
ACR系列,一等品,First Grade,6579,慕斯竹节,Mousse Slub Jersey,37.6%粘纤 28.1%棉 28.1%腈纶 6.2%氨纶,37.6% Viscose 28.1% Cotton 28.1% Acrylic 6.2% Spandex,170CM±5CM,170 cm ± 5 cm,220±5%,220 gsm ± 5%,20#,+5元,73.6,79.7,27.1,38.0,2.67,2.67 m/kg,1.0,2.0,3.0,ok,23.0,23 kg/roll,-,-,,73.6,27.6
C+RC系列,合格品,Qualified Grade,6206,塔夫罗纹,Taff Rib,91.5%棉 8.5%氨纶,91.5% Cotton 8.5% Spandex,180CM±5CM,180 cm ± 5 cm,220±5%,220 gsm ± 5%,"41#,50#,55#,56#,60#,68#,71#,85#,87#,107#,114#,117#",+2元,58.7,61.2,24.2,32.6,2.53,2.53 m/kg,1.0,0.0,1.0,ok,23.0,23 kg/roll,-,-,56.5,58.9,23.3
C+RC系列,合格品,Qualified Grade,6206,塔夫罗纹,Taff Rib,91.5%棉 8.5%氨纶,91.5% Cotton 8.5% Spandex,180CM±5CM,180 cm ± 5 cm,220±5%,220 gsm ± 5%,19758.0005,+3元,59.8,62.3,24.6,32.6,2.53,2.53 m/kg,1.0,0.0,1.0,ok,23.0,23 kg/roll,活性黑默认,Reactive Black默认,56.5,58.9,23.3
C+RC系列,合格品,Qualified Grade,6206,塔夫罗纹,Taff Rib,91.5%棉 8.5%氨纶,91.5% Cotton 8.5% Spandex,180CM±5CM,180 cm ± 5 cm,220±5%,220 gsm ± 5%,"72#,100#",+5元,62.0,64.6,25.5,32.6,2.53,2.53 m/kg,1.0,0.0,1.0,ok,23.0,23 kg/roll,-,-,56.5,58.9,23.3
C+RC系列,一等品,First Grade,6206,塔夫罗纹,Taff Rib,91.5%棉 8.5%氨纶,91.5% Cotton 8.5% Spandex,180CM±5CM,180 cm ± 5 cm,220±5%,220 gsm ± 5%,"1#,31#",-2元,63.5,65.8,25.1,32.6,2.53,2.53 m/kg,1.0,0.0,1.0,ok,23.0,23 kg/roll,,,,65.8,26.0
C+RC系列,一等品,First Grade,6206,塔夫罗纹,Taff Rib,91.5%棉 8.5%氨纶,91.5% Cotton 8.5% Spandex,180CM±5CM,180 cm ± 5 cm,220±5%,220 gsm ± 5%,"41#,50#,55#,56#,60#,68#,71#,85#,87#,107#,114#,117#",+2元,68.0,68.0,26.8,32.6,2.53,2.53 m/kg,1.0,0.0,1.0,ok,23.0,23 kg/roll,,,,65.8,26.0
C+RC系列,一等品,First Grade,6206,塔夫罗纹,Taff Rib,91.5%棉 8.5%氨纶,91.5% Cotton 8.5% Spandex,180CM±5CM,180 cm ± 5 cm,220±5%,220 gsm ± 5%,"2#,3#,54#",+3元,69.1,69.1,27.3,32.6,2.53,2.53 m/kg,1.0,0.0,1.0,ok,23.0,23 kg/roll,活性黑（2#）,Reactive Black(2#),,65.8,26.0
C+RC系列,一等品,First Grade,6206,塔夫罗纹,Taff Rib,91.5%棉 8.5%氨纶,91.5% Cotton 8.5% Spandex,180CM±5CM,180 cm ± 5 cm,220±5%,220 gsm ± 5%,"72#,100#",+5元,71.4,71.4,28.3,32.6,2.53,2.53 m/kg,1.0,0.0,1.0,ok,23.0,23 kg/roll,,,,65.8,26.0
C+RC系列,合格品,Qualified Grade,6257,优可丝罗纹,EcoSilk Rib,"45,16:45.8%粘纤45.7%棉8.5%氨/19,32,89:46%粘纤46%棉8%氨","45,16:45.8% Viscose 45.7% Cotton 8.5%氨 / 19,32,89:46% Viscose 46% Cotton 8%氨",140CM±5CM,140 cm ± 5 cm,240±5%,240 gsm ± 5%,13#,-2元,52.2,58.8,19.8,32.6,2.98,2.98 m/kg,1.5,1.5,3.0,ok,23.0,23 kg/roll,-,-,54.3,61.3,20.5
C+RC系列,合格品,Qualified Grade,6257,优可丝罗纹,EcoSilk Rib,"45,16:45.8%粘纤45.7%棉8.5%氨/19,32,89:46%粘纤46%棉8%氨","45,16:45.8% Viscose 45.7% Cotton 8.5%氨 / 19,32,89:46% Viscose 46% Cotton 8%氨",140CM±5CM,140 cm ± 5 cm,240±5%,240 gsm ± 5%,"12#,23#,40#,41#,44#,53#,56#,60#,65#,91#,96#",+2元,56.5,63.8,21.4,32.6,2.98,2.98 m/kg,1.5,1.5,3.0,ok,23.0,23 kg/roll,-,-,54.3,61.3,20.5
C+RC系列,合格品,Qualified Grade,6257,优可丝罗纹,EcoSilk Rib,"45,16:45.8%粘纤45.7%棉8.5%氨/19,32,89:46%粘纤46%棉8%氨","45,16:45.8% Viscose 45.7% Cotton 8.5%氨 / 19,32,89:46% Viscose 46% Cotton 8%氨",140CM±5CM,140 cm ± 5 cm,240±5%,240 gsm ± 5%,"16#,79#,89#",+3元,57.6,65.0,21.8,32.6,2.98,2.98 m/kg,1.5,1.5,3.0,ok,23.0,23 kg/roll,活性黑默认,Reactive Black默认,54.3,61.3,20.5
C+RC系列,合格品,Qualified Grade,6257,优可丝罗纹,EcoSilk Rib,"45,16:45.8%粘纤45.7%棉8.5%氨/19,32,89:46%粘纤46%棉8%氨","45,16:45.8% Viscose 45.7% Cotton 8.5%氨 / 19,32,89:46% Viscose 46% Cotton 8%氨",140CM±5CM,140 cm ± 5 cm,240±5%,240 gsm ± 5%,46#,+5元,59.8,67.4,22.6,32.6,2.98,2.98 m/kg,1.5,1.5,3.0,ok,23.0,23 kg/roll,-,-,54.3,61.3,20.5
C+RC系列,一等品,First Grade,6257,优可丝罗纹,EcoSilk Rib,"45,16:45.8%粘纤 45.7%棉 8.5%氨/19,32,89:46%粘纤 46%棉 8%氨","45,16:45.8% Viscose 45.7% Cotton 8.5%氨 / 19,32,89:46% Viscose 46% Cotton 8%氨",140CM±5CM,140 cm ± 5 cm,240±5%,240 gsm ± 5%,13#,-2元,66.2,66.2,22.2,32.6,2.98,2.98 m/kg,1.5,1.5,3.0,ok,23.0,23 kg/roll,,,,68.7,23.0
C+RC系列,一等品,First Grade,6257,优可丝罗纹,EcoSilk Rib,"45,16:45.8%粘纤 45.7%棉 8.5%氨/19,32,89:46%粘纤 46%棉 8%氨","45,16:45.8% Viscose 45.7% Cotton 8.5%氨 / 19,32,89:46% Viscose 46% Cotton 8%氨",140CM±5CM,140 cm ± 5 cm,240±5%,240 gsm ± 5%,"12#,23#,40#,41#,44#,53#,56#,60#,65#,91#,96#",+2元,71.1,71.1,23.8,32.6,2.98,2.98 m/kg,1.5,1.5,3.0,ok,23.0,23 kg/roll,,,,68.7,23.0
C+RC系列,一等品,First Grade,6257,优可丝罗纹,EcoSilk Rib,"45,16:45.8%粘纤 45.7%棉 8.5%氨/19,32,89:46%粘纤 46%棉 8%氨","45,16:45.8% Viscose 45.7% Cotton 8.5%氨 / 19,32,89:46% Viscose 46% Cotton 8%氨",140CM±5CM,140 cm ± 5 cm,240±5%,240 gsm ± 5%,"16#,79#,89#",+3元,72.4,72.4,24.2,32.6,2.98,2.98 m/kg,1.5,1.5,3.0,ok,23.0,23 kg/roll,活性黑（16#）,Reactive Black(16#),,68.7,23.0
C+RC系列,一等品,First Grade,6257,优可丝罗纹,EcoSilk Rib,"45,16:45.8%粘纤 45.7%棉 8.5%氨/19,32,89:46%粘纤 46%棉 8%氨","45,16:45.8% Viscose 45.7% Cotton 8.5%氨 / 19,32,89:46% Viscose 46% Cotton 8%氨",140CM±5CM,140 cm ± 5 cm,240±5%,240 gsm ± 5%,46#,+5元,74.8,74.8,25.1,32.6,2.98,2.98 m/kg,1.5,1.5,3.0,ok,23.0,23 kg/roll,,,,68.7,23.0
C+RC系列,合格品,Qualified Grade,6268,优可丝罗纹,EcoSilk Rib,46.6%粘纤 46.6%棉 6.8%氨纶,46.6% Viscose 46.6% Cotton 6.8% Spandex,140CM±5CM,140 cm ± 5 cm,300±5%,300 gsm ± 5%,13#,-2元,52.2,58.8,24.7,38.0,2.38,2.38 m/kg,1.5,1.5,3.0,ok,23.0,23 kg/roll,-,-,54.3,61.3,25.8
C+RC系列,合格品,Qualified Grade,6268,优可丝罗纹,EcoSilk Rib,46.6%粘纤 46.6%棉 6.8%氨纶,46.6% Viscose 46.6% Cotton 6.8% Spandex,140CM±5CM,140 cm ± 5 cm,300±5%,300 gsm ± 5%,"23#,36#",+1元,55.4,62.5,26.3,38.0,2.38,2.38 m/kg,1.5,1.5,3.0,ok,23.0,23 kg/roll,-,-,54.3,61.3,25.8
C+RC系列,合格品,Qualified Grade,6268,优可丝罗纹,EcoSilk Rib,46.6%粘纤 46.6%棉 6.8%氨纶,46.6% Viscose 46.6% Cotton 6.8% Spandex,140CM±5CM,140 cm ± 5 cm,300±5%,300 gsm ± 5%,"12#,16#,41#,45#,48#,87#,88#,92#,99#,102#,103#,106#,107#",+2元,56.5,63.8,26.8,38.0,2.38,2.38 m/kg,1.5,1.5,3.0,ok,23.0,23 kg/roll,-,-,54.3,61.3,25.8
C+RC系列,合格品,Qualified Grade,6268,优可丝罗纹,EcoSilk Rib,46.6%粘纤 46.6%棉 6.8%氨纶,46.6% Viscose 46.6% Cotton 6.8% Spandex,140CM±5CM,140 cm ± 5 cm,300±5%,300 gsm ± 5%,19#,+3元,57.6,65.0,27.3,38.0,2.38,2.38 m/kg,1.5,1.5,3.0,ok,23.0,23 kg/roll,活性黑默认,Reactive Black默认,54.3,61.3,25.8
C+RC系列,合格品,Qualified Grade,6268,优可丝罗纹,EcoSilk Rib,46.6%粘纤 46.6%棉 6.8%氨纶,46.6% Viscose 46.6% Cotton 6.8% Spandex,140CM±5CM,140 cm ± 5 cm,300±5%,300 gsm ± 5%,38#,+4元,58.7,66.2,27.8,38.0,2.38,2.38 m/kg,1.5,1.5,3.0,ok,23.0,23 kg/roll,-,-,54.3,61.3,25.8
C+RC系列,合格品,Qualified Grade,6268,优可丝罗纹,EcoSilk Rib,46.6%粘纤 46.6%棉 6.8%氨纶,46.6% Viscose 46.6% Cotton 6.8% Spandex,140CM±5CM,140 cm ± 5 cm,300±5%,300 gsm ± 5%,82#,+5元,59.8,67.4,28.4,38.0,2.38,2.38 m/kg,1.5,1.5,3.0,ok,23.0,23 kg/roll,-,-,54.3,61.3,25.8
C+RC系列,一等品,First Grade,6268,优可丝罗纹,EcoSilk Rib,46.6%粘纤 46.6%棉 6.8%氨纶,46.6% Viscose 46.6% Cotton 6.8% Spandex,140CM±5CM,140 cm ± 5 cm,300±5%,300 gsm ± 5%,13#,-2元,66.2,66.2,27.8,38.0,2.38,2.38 m/kg,1.5,1.5,3.0,ok,23.0,23 kg/roll,,,,68.7,28.9
C+RC系列,一等品,First Grade,6268,优可丝罗纹,EcoSilk Rib,46.6%粘纤 46.6%棉 6.8%氨纶,46.6% Viscose 46.6% Cotton 6.8% Spandex,140CM±5CM,140 cm ± 5 cm,300±5%,300 gsm ± 5%,"23#,36#",+1元,69.9,69.9,29.3,38.0,2.38,2.38 m/kg,1.5,1.5,3.0,ok,23.0,23 kg/roll,,,,68.7,28.9
C+RC系列,一等品,First Grade,6268,优可丝罗纹,EcoSilk Rib,46.6%粘纤 46.6%棉 6.8%氨纶,46.6% Viscose 46.6% Cotton 6.8% Spandex,140CM±5CM,140 cm ± 5 cm,300±5%,300 gsm ± 5%,"12#,16#,41#,45#,48#,87#,88#,92#,99#,102#,103#,106#,107#",+2元,71.1,71.1,29.9,38.0,2.38,2.38 m/kg,1.5,1.5,3.0,ok,23.0,23 kg/roll,,,,68.7,28.9
C+RC系列,一等品,First Grade,6268,优可丝罗纹,EcoSilk Rib,46.6%粘纤 46.6%棉 6.8%氨纶,46.6% Viscose 46.6% Cotton 6.8% Spandex,140CM±5CM,140 cm ± 5 cm,300±5%,300 gsm ± 5%,19#,+3元,72.4,72.4,30.4,38.0,2.38,2.38 m/kg,1.5,1.5,3.0,ok,23.0,23 kg/roll,活性黑（2#）,Reactive Black(2#),,68.7,28.9
C+RC系列,一等品,First Grade,6268,优可丝罗纹,EcoSilk Rib,46.6%粘纤 46.6%棉 6.8%氨纶,46.6% Viscose 46.6% Cotton 6.8% Spandex,140CM±5CM,140 cm ± 5 cm,300±5%,300 gsm ± 5%,38#,+4元,73.6,73.6,30.9,38.0,2.38,2.38 m/kg,1.5,1.5,3.0,ok,23.0,23 kg/roll,,,,68.7,28.9
C+RC系列,一等品,First Grade,6268,优可丝罗纹,EcoSilk Rib,46.6%粘纤 46.6%棉 6.8%氨纶,46.6% Viscose 46.6% Cotton 6.8% Spandex,140CM±5CM,140 cm ± 5 cm,300±5%,300 gsm ± 5%,82#,+5元,74.8,74.8,31.4,38.0,2.38,2.38 m/kg,1.5,1.5,3.0,ok,23.0,23 kg/roll,,,,68.7,28.9
C+RC系列,合格品,Qualified Grade,6312,优可丝罗纹,EcoSilk Rib,46.6%粘纤 46.6%棉 6.8%氨纶,46.6% Viscose 46.6% Cotton 6.8% Spandex,140CM±5CM,140 cm ± 5 cm,260±5%,260 gsm ± 5%,13#,-2元,52.2,58.8,21.4,32.6,2.75,2.75 m/kg,1.0,2.0,3.0,ok,23.0,23 kg/roll,-,-,54.3,61.3,22.3
C+RC系列,合格品,Qualified Grade,6312,优可丝罗纹,EcoSilk Rib,46.6%粘纤 46.6%棉 6.8%氨纶,46.6% Viscose 46.6% Cotton 6.8% Spandex,140CM±5CM,140 cm ± 5 cm,260±5%,260 gsm ± 5%,"23#,36#",+1元,55.4,62.5,22.7,32.6,2.75,2.75 m/kg,1.0,2.0,3.0,ok,23.0,23 kg/roll,-,-,54.3,61.3,22.3
C+RC系列,合格品,Qualified Grade,6312,优可丝罗纹,EcoSilk Rib,46.6%粘纤 46.6%棉 6.8%氨纶,46.6% Viscose 46.6% Cotton 6.8% Spandex,140CM±5CM,140 cm ± 5 cm,260±5%,260 gsm ± 5%,"12#,16#,41#,44#,45#,87#,99#,102#,103#,106#,107#",+2元,56.5,63.8,23.2,32.6,2.75,2.75 m/kg,1.0,2.0,3.0,ok,23.0,23 kg/roll,-,-,54.3,61.3,22.3
C+RC系列,合格品,Qualified Grade,6312,优可丝罗纹,EcoSilk Rib,46.6%粘纤 46.6%棉 6.8%氨纶,46.6% Viscose 46.6% Cotton 6.8% Spandex,140CM±5CM,140 cm ± 5 cm,260±5%,260 gsm ± 5%,19#,+3元,57.6,65.0,23.6,32.6,2.75,2.75 m/kg,1.0,2.0,3.0,ok,23.0,23 kg/roll,活性黑默认,Reactive Black默认,54.3,61.3,22.3
C+RC系列,合格品,Qualified Grade,6312,优可丝罗纹,EcoSilk Rib,46.6%粘纤 46.6%棉 6.8%氨纶,46.6% Viscose 46.6% Cotton 6.8% Spandex,140CM±5CM,140 cm ± 5 cm,260±5%,260 gsm ± 5%,38#,+4元,58.7,66.2,24.0,32.6,2.75,2.75 m/kg,1.0,2.0,3.0,ok,23.0,23 kg/roll,-,-,54.3,61.3,22.3
C+RC系列,合格品,Qualified Grade,6312,优可丝罗纹,EcoSilk Rib,46.6%粘纤 46.6%棉 6.8%氨纶,46.6% Viscose 46.6% Cotton 6.8% Spandex,140CM±5CM,140 cm ± 5 cm,260±5%,260 gsm ± 5%,82#,+5元,59.8,67.4,24.5,32.6,2.75,2.75 m/kg,1.0,2.0,3.0,ok,23.0,23 kg/roll,-,-,54.3,61.3,22.3
C+RC系列,一等品,First Grade,6312,优可丝罗纹,EcoSilk Rib,46.6%粘纤 46.6%棉 6.8%氨纶,46.6% Viscose 46.6% Cotton 6.8% Spandex,140CM±5CM,140 cm ± 5 cm,260±5%,260 gsm ± 5%,13#,-2元,66.2,66.2,24.0,32.6,2.75,2.75 m/kg,1.0,2.0,3.0,ok,23.0,23 kg/roll,,,,68.7,25.0
C+RC系列,一等品,First Grade,6312,优可丝罗纹,EcoSilk Rib,46.6%粘纤 46.6%棉 6.8%氨纶,46.6% Viscose 46.6% Cotton 6.8% Spandex,140CM±5CM,140 cm ± 5 cm,260±5%,260 gsm ± 5%,"23#,36#",+1元,69.9,69.9,25.4,32.6,2.75,2.75 m/kg,1.0,2.0,3.0,ok,23.0,23 kg/roll,,,,68.7,25.0
C+RC系列,一等品,First Grade,6312,优可丝罗纹,EcoSilk Rib,46.6%粘纤 46.6%棉 6.8%氨纶,46.6% Viscose 46.6% Cotton 6.8% Spandex,140CM±5CM,140 cm ± 5 cm,260±5%,260 gsm ± 5%,"12#,16#,41#,44#,45#,87#,99#,102#,103#,106#,107#",+2元,71.1,71.1,25.9,32.6,2.75,2.75 m/kg,1.0,2.0,3.0,ok,23.0,23 kg/roll,,,,68.7,25.0
C+RC系列,一等品,First Grade,6312,优可丝罗纹,EcoSilk Rib,46.6%粘纤 46.6%棉 6.8%氨纶,46.6% Viscose 46.6% Cotton 6.8% Spandex,140CM±5CM,140 cm ± 5 cm,260±5%,260 gsm ± 5%,19#,+3元,72.4,72.4,26.3,32.6,2.75,2.75 m/kg,1.0,2.0,3.0,ok,23.0,23 kg/roll,活性黑（2#）,Reactive Black(2#),,68.7,25.0
C+RC系列,一等品,First Grade,6312,优可丝罗纹,EcoSilk Rib,46.6%粘纤 46.6%棉 6.8%氨纶,46.6% Viscose 46.6% Cotton 6.8% Spandex,140CM±5CM,140 cm ± 5 cm,260±5%,260 gsm ± 5%,38#,+4元,73.6,73.6,26.7,32.6,2.75,2.75 m/kg,1.0,2.0,3.0,ok,23.0,23 kg/roll,,,,68.7,25.0
